Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-523311541;Accepted-Assigned;Carolyn;2011/05/05 12:23:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;31.0
1-523361887;Accepted-In Progress;Carolyn;2011/05/05 14:59:01.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-523361887;Queued-Awaiting Assignment;Carolyn;2011/05/05 15:11:39.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;758.0
1-523361887;Accepted-In Progress;Padmanabha;2011/05/06 07:04:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;57144.0
1-523361887;Accepted-Assigned;Carolyn;2011/05/06 07:04:09.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;6.0
1-523392191;Accepted-In Progress;Carolyn;2011/05/05 14:28:19.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-523392191;Queued-Awaiting Assignment;Carolyn;2011/05/05 14:30:57.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;158.0
1-523392191;Accepted-In Progress;Padmanabha;2011/05/06 07:01:15.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;59418.0
1-523392191;Accepted-Assigned;Carolyn;2011/05/06 07:01:21.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;6.0
1-523637826;Accepted-In Progress;Mikael;2011/05/06 12:18:49.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;M13 2nd;PROD563;Sweden;0.0
1-524328647;Accepted-In Progress;Ioannis;2011/05/10 08:56:45.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD205;Sweden;0.0
1-524356958;Accepted-In Progress;Eric;2011/05/10 07:37:04.000;Variant 24;24;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-524356958;Accepted-Wait;Eric;2011/05/10 07:37:21.000;Variant 24;24;Accepted;Medium;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;17.0
1-524356958;Accepted-Wait;Eric;2011/10/20 21:20:55.000;Variant 24;24;Accepted;Medium;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;14132614.0
1-525132931;Accepted-In Progress;Harikumar;2011/05/12 11:42:03.000;Variant 20;20;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;0.0
1-525132931;Accepted-In Progress;Harikumar;2011/05/16 15:43:50.000;Variant 20;20;Accepted;Medium;In Progress;Org line A2;D_1;in;L50 3rd;PROD611;Sweden;360107.0
1-525447561;Accepted-In Progress;Gunilla;2011/05/13 11:02:23.000;Variant 39;39;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-525447561;Accepted-Wait;Gunilla;2011/05/13 11:02:48.000;Variant 39;39;Accepted;Low;Wait;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;25.0
1-525447561;Accepted-Assigned;Gunilla;2011/07/12 10:28:53.000;Variant 39;39;Accepted;Low;Assigned;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;5181965.0
1-525477138;Accepted-In Progress;James;2011/05/13 13:10:04.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-525489753;Accepted-In Progress;Carolyn;2011/05/13 14:14:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-525489753;Queued-Awaiting Assignment;Carolyn;2011/05/13 14:21:52.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;413.0
1-525489753;Accepted-In Progress;Padmanabha;2011/05/16 07:15:26.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;233614.0
1-525489753;Accepted-Assigned;Carolyn;2011/05/16 07:15:33.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-525589021;Accepted-In Progress;Katarina;2011/05/13 17:23:13.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-526037041;Accepted-In Progress;Katarina;2011/05/16 15:09:56.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-526344555;Accepted-In Progress;Carolyn;2011/05/17 12:53:00.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-526344555;Queued-Awaiting Assignment;Carolyn;2011/05/17 13:04:18.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;678.0
1-526344555;Accepted-In Progress;Padmanabha;2011/05/18 04:37:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;55984.0
1-526344555;Accepted-Assigned;Carolyn;2011/05/18 04:37:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;5.0
1-526369142;Accepted-In Progress;Gustav;2011/05/17 14:37:22.000;Variant 4;4;Accepted;Low;In Progress;Org line G4;;se;S30 2nd;PROD410;Sweden;0.0
1-526414477;Accepted-In Progress;Carolyn;2011/05/17 16:17:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-526414477;Queued-Awaiting Assignment;Carolyn;2011/05/17 16:18:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;36.0
1-526414477;Accepted-In Progress;Padmanabha;2011/05/18 04:28:54.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;43847.0
1-526414477;Accepted-Assigned;Carolyn;2011/05/18 04:29:06.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;12.0
1-526414833;Accepted-In Progress;Carolyn;2011/05/17 16:18:40.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-526414833;Queued-Awaiting Assignment;Carolyn;2011/05/17 16:19:50.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;70.0
1-526414833;Accepted-In Progress;Padmanabha;2011/05/18 04:34:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;44057.0
1-526414833;Accepted-Assigned;Carolyn;2011/05/18 04:34:13.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;6.0
1-526647987;Accepted-In Progress;Gustav;2011/05/18 09:46:34.000;Variant 4;4;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-527208576;Accepted-In Progress;Roland;2011/05/19 23:28:42.000;Variant 3;3;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-527208576;Accepted-Wait;Roland;2011/10/27 13:59:32.000;Variant 3;3;Accepted;Low;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;13876250.0
1-527928641;Accepted-In Progress;Lars;2011/05/23 14:57:39.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD807;Sweden;0.0
1-528251011;Accepted-In Progress;Cecilia;2011/05/24 11:28:27.000;Variant 9;9;Accepted;Medium;In Progress;Org line V2;;se;T13 2nd;PROD279;Sweden;0.0
1-528251011;Queued-Awaiting Assignment;Cecilia;2011/09/06 14:09:34.000;Variant 9;9;Queued;Medium;Awaiting Assignment;Org line V2;;se;T13 2nd;PROD279;Sweden;9081667.0
1-528251011;Accepted-In Progress;Lennart;2011/09/12 13:25:53.000;Variant 9;9;Accepted;Medium;In Progress;Org line V2;;se;T16 2nd;PROD279;Sweden;515779.0
1-528332261;Accepted-In Progress;Linda;2011/05/24 15:00:25.000;Variant 32;32;Accepted;Low;In Progress;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;0.0
1-528332261;Accepted-Assigned;Linda;2011/10/17 16:45:12.000;Variant 32;32;Accepted;Low;Assigned;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;12620687.0
1-528332261;Accepted-Assigned;Linda;2011/11/29 07:22:55.000;Variant 32;32;Accepted;Low;Assigned;Org line A2;A2_3;se;U6 2nd;PROD827;Sweden;3681463.0
1-528716762;Accepted-In Progress;Carin;2011/05/25 16:21:09.000;Variant 7;7;Accepted;Medium;In Progress;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;0.0
1-528716762;Accepted-Wait;Carin;2011/05/25 16:25:44.000;Variant 7;7;Accepted;Medium;Wait;Org line A2;A2_3;se;U5 2nd;PROD228;Sweden;275.0
1-528755863;Accepted-In Progress;Håkan;2011/05/25 17:45:52.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-529091253;Accepted-In Progress;Håkan;2011/05/26 17:01:58.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-529091311;Accepted-In Progress;Håkan;2011/05/26 17:05:47.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-530539767;Accepted-In Progress;Carolyn;2011/06/01 16:02:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-530539767;Queued-Awaiting Assignment;Carolyn;2011/06/01 16:07:09.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;306.0
1-530539767;Accepted-In Progress;Santhosh;2011/06/01 20:53:21.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;17172.0
1-530539767;Accepted-Assigned;Carolyn;2011/06/01 20:55:06.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;105.0
1-531435394;Accepted-In Progress;Paul;2011/06/06 18:12:34.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-531435394;Accepted-Wait;Paul;2011/06/06 18:26:36.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;842.0
1-532038065;Accepted-In Progress;Ioannis;2011/06/08 11:44:43.000;Variant 7;7;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;0.0
1-532038065;Accepted-Wait;Ioannis;2011/06/08 11:46:39.000;Variant 7;7;Accepted;Medium;Wait;Org line V2;;se;T10 2nd;PROD615;Sweden;116.0
1-532084405;Accepted-In Progress;Carolyn;2011/06/08 14:27:25.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-532084405;Queued-Awaiting Assignment;Carolyn;2011/06/08 14:33:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;342.0
1-532084405;Accepted-In Progress;Santhosh;2011/06/09 13:12:36.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;81569.0
1-532084405;Accepted-Assigned;Carolyn;2011/06/09 13:15:38.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;182.0
1-532544114;Accepted-In Progress;Andrew;2011/06/09 17:34:52.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;0.0
1-532816930;Accepted-In Progress;Eric;2011/06/10 17:33:05.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-532816930;Accepted-In Progress;Eric;2011/06/10 17:34:10.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;65.0
1-533449912;Accepted-In Progress;Carolyn;2011/06/14 09:56:53.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-533449912;Queued-Awaiting Assignment;Carolyn;2011/06/14 10:03:42.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;409.0
1-533449912;Accepted-In Progress;Santhosh;2011/06/16 12:08:13.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;180271.0
1-533449912;Accepted-Assigned;Carolyn;2011/06/16 12:09:31.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;78.0
1-533851634;Accepted-In Progress;Carolyn;2011/06/15 13:13:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-533851634;Queued-Awaiting Assignment;Carolyn;2011/06/15 13:16:38.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;183.0
1-533851634;Accepted-In Progress;Santhosh;2011/06/15 13:23:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;415.0
1-533851634;Accepted-Assigned;Carolyn;2011/06/15 13:25:44.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;131.0
1-534020390;Accepted-In Progress;Jan;2011/06/16 00:36:16.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD675;Sweden;0.0
1-534020390;Accepted-In Progress;Jan;2011/06/16 00:37:03.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD675;Sweden;47.0
1-534020390;Accepted-Assigned;Jan;2011/06/16 00:41:53.000;Variant 20;20;Accepted;High;Assigned;Org line C;E_7;in;G157 2nd;PROD675;Sweden;290.0
1-534493180;Accepted-In Progress;Ian;2011/06/17 09:24:42.000;Variant 45;45;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-534493180;Accepted-Assigned;Ian;2011/06/17 09:25:34.000;Variant 45;45;Accepted;Medium;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;52.0
1-534493180;Accepted-Assigned;Paul;2011/08/16 15:28:48.000;Variant 45;45;Accepted;Medium;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;5205794.0
1-534493180;Accepted-Wait;Paul;2011/08/18 18:25:53.000;Variant 45;45;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;183425.0
1-534702904;Accepted-In Progress;Peter;2011/06/17 17:36:51.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_2;be;G58 3rd;PROD328;Sweden;0.0
1-534702904;Accepted-In Progress;Peter;2011/09/16 11:01:52.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_2;be;G58 3rd;PROD328;Sweden;7838701.0
1-535233659;Accepted-In Progress;Carolyn;2011/06/20 19:30:19.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-535233659;Queued-Awaiting Assignment;Carolyn;2011/06/20 19:31:39.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;80.0
1-535233659;Accepted-In Progress;Santhosh;2011/06/21 08:33:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;46912.0
1-535233659;Accepted-Assigned;Carolyn;2011/06/21 08:38:54.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;323.0
1-535393553;Accepted-In Progress;Veronique;2011/06/21 10:47:26.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-535418135;Accepted-In Progress;Michal;2011/06/21 12:01:27.000;Variant 27;27;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;0.0
1-535418135;Accepted-Wait;Michal;2011/07/28 14:22:47.000;Variant 27;27;Accepted;Medium;Wait;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;3205280.0
1-535418135;Accepted-Wait;Michal;2011/07/28 14:24:26.000;Variant 27;27;Accepted;Medium;Wait;Org line A2;A2_1;pl;W6 2nd;PROD791;POLAND;99.0
1-535439201;Accepted-In Progress;Lars;2011/06/21 11:23:47.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_3;se;G68 2nd;PROD714;Sweden;0.0
1-535439201;Accepted-Wait;Lars;2011/06/21 11:44:50.000;Variant 3;3;Accepted;Medium;Wait;Org line C;E_3;se;G68 2nd;PROD714;Sweden;1263.0
1-535813109;Accepted-In Progress;Peter;2011/06/22 11:24:31.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813203;Accepted-In Progress;Peter;2011/06/22 11:29:01.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813236;Accepted-In Progress;Peter;2011/06/22 11:31:28.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813278;Accepted-In Progress;Peter;2011/06/22 11:34:30.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813300;Accepted-In Progress;Peter;2011/06/22 11:48:28.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813432;Accepted-In Progress;Peter;2011/06/22 11:50:21.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813517;Accepted-In Progress;Peter;2011/06/22 12:08:40.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-535813813;Accepted-In Progress;Peter;2011/06/22 13:00:23.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-536904633;Accepted-In Progress;Veronique;2011/06/27 15:07:20.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-537311033;Queued-Awaiting Assignment;Curt;2011/06/28 16:57:00.000;Variant 8;8;Queued;High;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD24;Sweden;0.0
1-537311033;Accepted-In Progress;Curt;2011/08/25 16:31:54.000;Variant 8;8;Accepted;High;In Progress;Org line C;C_1;se;G100 3rd;PROD24;Sweden;5009694.0
1-537601770;Accepted-In Progress;Linda;2011/06/29 13:44:22.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;0.0
1-537601770;Queued-Awaiting Assignment;Linda;2011/06/29 14:04:39.000;Variant 9;9;Queued;Low;Awaiting Assignment;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;1217.0
1-537601770;Accepted-In Progress;Linda;2011/07/01 09:27:35.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;156176.0
1-537902763;Accepted-In Progress;Veronique;2011/06/30 10:35:50.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-537984625;Accepted-In Progress;Nicolas;2011/06/30 14:08:27.000;Variant 5;5;Accepted;High;In Progress;Org line C;C_3;se;G62 3rd;PROD348;France;0.0
1-537984625;Queued-Awaiting Assignment;Nicolas;2011/06/30 14:49:37.000;Variant 5;5;Queued;High;Awaiting Assignment;Org line C;C_3;se;G62 3rd;PROD348;France;2470.0
1-538226806;Accepted-In Progress;Per-Erik;2011/07/01 10:02:18.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_1;se;G294 2nd;PROD835;Sweden;0.0
1-538411483;Accepted-In Progress;Mikael;2011/07/01 17:48:55.000;Variant 24;24;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD304;Sweden;0.0
1-538467021;Accepted-In Progress;Pranesh;2011/07/02 00:15:10.000;Variant 25;25;Accepted;High;In Progress;Org line C;E_8;br;G181 2nd;PROD473;INDIA;0.0
1-538467021;Queued-Awaiting Assignment;Pranesh;2011/07/02 00:18:22.000;Variant 25;25;Queued;High;Awaiting Assignment;Org line C;E_8;br;G181 2nd;PROD473;INDIA;192.0
1-538467021;Accepted-Assigned;Ricardo;2011/07/04 07:29:46.000;Variant 25;25;Accepted;High;Assigned;Org line C;E_8;br;G181 2nd;PROD473;Brazil;198684.0
1-539000895;Accepted-In Progress;Jonas;2011/07/05 11:24:39.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_8;in;G186 2nd;PROD473;Sweden;0.0
1-539083171;Accepted-In Progress;Katarina;2011/07/05 14:33:46.000;Variant 10;10;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-539633138;Accepted-In Progress;Carolyn;2011/07/07 13:43:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-539633138;Queued-Awaiting Assignment;Carolyn;2011/07/07 13:50:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;394.0
1-539633138;Accepted-In Progress;Padmanabha;2011/07/08 03:08:36.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;47909.0
1-539633138;Accepted-Assigned;Carolyn;2011/07/08 03:09:59.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;83.0
1-539752329;Accepted-In Progress;Grzegorz;2011/07/07 14:06:28.000;Variant 7;7;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD509;POLAND;0.0
1-539752329;Accepted-Wait;Grzegorz;2011/07/07 14:19:04.000;Variant 7;7;Accepted;Medium;Wait;Org line A2;A2_1;pl;W16 3rd;PROD509;POLAND;756.0
1-539805130;Accepted-In Progress;Andrew;2011/07/07 15:45:46.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-539805130;Accepted-Wait;Andrew;2011/11/01 17:28:16.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;10114950.0
1-540408651;Accepted-In Progress;Pranesh;2011/07/11 11:07:04.000;Variant 2;2;Accepted;Medium;In Progress;Org line C;E_8;br;G181 2nd;PROD476;INDIA;0.0
1-540408651;Queued-Awaiting Assignment;Pranesh;2011/07/11 11:07:58.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line C;E_8;br;G181 2nd;PROD476;INDIA;54.0
1-540408651;Accepted-In Progress;Nagaraj;2011/07/11 11:10:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line C;E_8;br;G181 2nd;PROD476;INDIA;125.0
1-540408651;Accepted-Assigned;Ricardo;2011/07/11 11:10:18.000;Variant 2;2;Accepted;Medium;Assigned;Org line C;E_8;br;G181 2nd;PROD476;Brazil;15.0
1-540500545;Accepted-In Progress;Andrew;2011/07/11 14:45:54.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-540500545;Accepted-Wait;Andrew;2011/10/20 12:18:10.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;8717536.0
1-540531611;Accepted-In Progress;Andrew;2011/07/11 16:39:07.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-540531611;Accepted-Wait;Andrew;2011/07/11 16:55:20.000;Variant 7;7;Accepted;High;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;973.0
1-540549178;Accepted-In Progress;Gunilla;2011/07/11 16:43:19.000;Variant 38;38;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-540549178;Accepted-Wait;Gunilla;2011/07/11 16:44:18.000;Variant 38;38;Accepted;Low;Wait;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;59.0
1-540549178;Accepted-Assigned;Gunilla;2011/07/12 10:31:32.000;Variant 38;38;Accepted;Low;Assigned;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;64034.0
1-540549229;Accepted-In Progress;Gunilla;2011/07/11 16:45:41.000;Variant 38;38;Accepted;Low;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-540549229;Accepted-Wait;Gunilla;2011/07/11 16:46:10.000;Variant 38;38;Accepted;Low;Wait;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;29.0
1-540549229;Accepted-Assigned;Gunilla;2011/07/12 10:29:16.000;Variant 38;38;Accepted;Low;Assigned;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;63786.0
1-540723633;Accepted-In Progress;Carolyn;2011/07/12 10:39:23.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-540723633;Queued-Awaiting Assignment;Carolyn;2011/07/12 10:43:56.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;273.0
1-540723633;Accepted-In Progress;Padmanabha;2011/07/12 11:47:12.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;3796.0
1-540723633;Accepted-Assigned;Carolyn;2011/07/12 11:47:21.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;9.0
1-540904745;Accepted-In Progress;Carolyn;2011/07/12 21:58:20.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-540904745;Queued-Awaiting Assignment;Carolyn;2011/07/12 21:59:15.000;Variant 2;2;Queued;Low;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;55.0
1-540904745;Accepted-In Progress;Padmanabha;2011/07/13 03:59:15.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;21600.0
1-540904745;Accepted-Assigned;Carolyn;2011/07/13 04:00:29.000;Variant 2;2;Accepted;Low;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;74.0
1-540947390;Accepted-In Progress;Christofer;2011/07/12 22:31:09.000;Variant 25;25;Accepted;Major;In Progress;Org line A2;A2_1;se;M19 2nd;PROD700;Sweden;0.0
1-540947390;Queued-Awaiting Assignment;Christofer;2011/07/12 22:31:58.000;Variant 25;25;Queued;Major;Awaiting Assignment;Org line A2;A2_1;se;M19 2nd;PROD700;Sweden;49.0
1-540947390;Accepted-Assigned;Per;2011/09/13 08:49:52.000;Variant 25;25;Accepted;Major;Assigned;Org line A2;A2_1;se;M19 2nd;PROD700;Sweden;5393874.0
1-541028557;Accepted-In Progress;Carolyn;2011/07/13 09:49:46.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
