Activity;Case ID;Duration;Event_Nr
Send for Credit Collection;S170458;46310400.0;1
Send for Credit Collection;S170470;36892800.0;1
Send for Credit Collection;S170472;37756800.0;1
Send for Credit Collection;S170476;38880000.0;1
Send for Credit Collection;S170480;42076800.0;1
Send for Credit Collection;S170484;44236800.0;1
Send for Credit Collection;S170496;45014400.0;1
Send for Credit Collection;S170497;43804800.0;1
Send for Credit Collection;S170499;44323200.0;1
Send for Credit Collection;S170502;29116800.0;1
Send for Credit Collection;S170503;38620800.0;1
Send for Credit Collection;S170504;39398400.0;1
Send for Credit Collection;S170505;36374400.0;1
Send for Credit Collection;S170507;40089600.0;1
Send for Credit Collection;S170510;38880000.0;1
Send for Credit Collection;S170520;42163200.0;1
Send for Credit Collection;S170523;42163200.0;1
Send for Credit Collection;S170527;41126400.0;1
Send for Credit Collection;S170529;41212800.0;1
Send for Credit Collection;S170532;42595200.0;1
Send for Credit Collection;S170540;42768000.0;1
Send for Credit Collection;S170546;41299200.0;1
Send for Credit Collection;S170547;36633600.0;1
Send for Credit Collection;S170558;45187200.0;1
Send for Credit Collection;S170559;45187200.0;1
Send for Credit Collection;S170560;44064000.0;1
Send for Credit Collection;S170565;44928000.0;1
Send for Credit Collection;S170571;45187200.0;1
Send for Credit Collection;S170582;39139200.0;1
Send for Credit Collection;S170586;40176000.0;1
Send for Credit Collection;S170596;42076800.0;1
Send for Credit Collection;S170604;43804800.0;1
Send for Credit Collection;S170615;42940800.0;1
Send for Credit Collection;S170617;39139200.0;1
Send for Credit Collection;S170619;43804800.0;1
Send for Credit Collection;S170626;40521600.0;1
Send for Credit Collection;S170630;41558400.0;1
Send for Credit Collection;S170634;41904000.0;1
Send for Credit Collection;S170635;22204800.0;1
Send for Credit Collection;S170648;41904000.0;1
Send for Credit Collection;S170649;42681600.0;1
Send for Credit Collection;S170652;46224000.0;1
Send for Credit Collection;S170657;46396800.0;1
Send for Credit Collection;S170661;44236800.0;1
Send for Credit Collection;S170667;45187200.0;1
Send for Credit Collection;S170669;45100800.0;1
Send for Credit Collection;S170674;38016000.0;1
Send for Credit Collection;S170679;44064000.0;1
Send for Credit Collection;S170681;44755200.0;1
Send for Credit Collection;S170688;40176000.0;1
Send for Credit Collection;S170689;39225600.0;1
Send for Credit Collection;S170694;36115200.0;1
Send for Credit Collection;S170697;40176000.0;1
Send for Credit Collection;S170698;39312000.0;1
Send for Credit Collection;S170700;40176000.0;1
Send for Credit Collection;S170713;42163200.0;1
Send for Credit Collection;S170716;41817600.0;1
Send for Credit Collection;S170717;41299200.0;1
Send for Credit Collection;S170721;41299200.0;1
Send for Credit Collection;S170722;41558400.0;1
Send for Credit Collection;S170752;31190400.0;1
Send for Credit Collection;S170768;29894400.0;1
Add penalty;S170782;5184000.0;1
Payment;S170782;7171200.0;2
Create Fine;S170787;0.0;1
Send Fine;S170787;4233600.0;2
Create Fine;S170788;0.0;1
Send Fine;S170788;4233600.0;2
Create Fine;S170789;0.0;1
Send Fine;S170789;4233600.0;2
Send for Credit Collection;S170811;44150400.0;1
Send for Credit Collection;S170812;45187200.0;1
Send for Credit Collection;S170814;37238400.0;1
Send for Credit Collection;S170817;45100800.0;1
Send for Credit Collection;S170821;45187200.0;1
Send for Credit Collection;S170822;44150400.0;1
Send for Credit Collection;S170828;38880000.0;1
Send for Credit Collection;S170830;44323200.0;1
Send for Credit Collection;S170833;43718400.0;1
Send for Credit Collection;S170836;40003200.0;1
Send for Credit Collection;S170844;39139200.0;1
Send for Credit Collection;S170850;31190400.0;1
Send for Credit Collection;S170855;42595200.0;1
Send for Credit Collection;S170864;42422400.0;1
Send for Credit Collection;S170885;38016000.0;1
Send for Credit Collection;S170888;42768000.0;1
Send for Credit Collection;S170891;41212800.0;1
Send for Credit Collection;S170895;41731200.0;1
Send for Credit Collection;S170896;41731200.0;1
Send for Credit Collection;S170897;42163200.0;1
Send for Credit Collection;S170898;41644800.0;1
Send for Credit Collection;S170899;41558400.0;1
Send for Credit Collection;S170900;39571200.0;1
Send for Credit Collection;S170901;44582400.0;1
Send for Credit Collection;S170903;44323200.0;1
Send for Credit Collection;S170904;45014400.0;1
Send for Credit Collection;S170911;44236800.0;1
Send for Credit Collection;S170913;31190400.0;1
Send for Credit Collection;S170914;42768000.0;1
Send for Credit Collection;S170917;42940800.0;1
Send for Credit Collection;S170919;40003200.0;1
Send for Credit Collection;S170934;39139200.0;1
Send for Credit Collection;S170947;43200000.0;1
Send for Credit Collection;S170948;41644800.0;1
Send for Credit Collection;S170954;43459200.0;1
Send for Credit Collection;S170955;44150400.0;1
Send for Credit Collection;S170961;45187200.0;1
Send for Credit Collection;S170967;43977600.0;1
Send for Credit Collection;S170969;44409600.0;1
Send for Credit Collection;S170970;44150400.0;1
Send for Credit Collection;S170977;45100800.0;1
Send for Credit Collection;S170979;44928000.0;1
Send for Credit Collection;S170981;45187200.0;1
Send for Credit Collection;S170983;44150400.0;1
Send for Credit Collection;S170991;40176000.0;1
Send for Credit Collection;S170995;42249600.0;1
Send for Credit Collection;S171010;45187200.0;1
Send for Credit Collection;S171011;45187200.0;1
Send for Credit Collection;S171016;43718400.0;1
Send for Credit Collection;S171021;45187200.0;1
Send for Credit Collection;S171027;44236800.0;1
Send for Credit Collection;S171030;45187200.0;1
Send for Credit Collection;S171036;45273600.0;1
Send for Credit Collection;S171044;45014400.0;1
Send for Credit Collection;S171052;44323200.0;1
Send for Credit Collection;S171064;44496000.0;1
Send for Credit Collection;S171081;44323200.0;1
Send for Credit Collection;S171084;44496000.0;1
Send for Credit Collection;S171087;43804800.0;1
Send for Credit Collection;S171094;44236800.0;1
Send for Credit Collection;S171095;44928000.0;1
Send for Credit Collection;S171097;43718400.0;1
Send for Credit Collection;S171100;45187200.0;1
Send for Credit Collection;S171103;44236800.0;1
Send for Credit Collection;S171105;45187200.0;1
Send for Credit Collection;S171106;45014400.0;1
Send for Credit Collection;S171108;44668800.0;1
Send for Credit Collection;S171118;35510400.0;1
Send for Credit Collection;S171119;45187200.0;1
Send for Credit Collection;S171124;45187200.0;1
Send for Credit Collection;S171126;45014400.0;1
Send for Credit Collection;S171148;43718400.0;1
Send for Credit Collection;S171151;43891200.0;1
Send for Credit Collection;S171152;44150400.0;1
Send for Credit Collection;S171159;43977600.0;1
Send for Credit Collection;S171162;45187200.0;1
Send for Credit Collection;S171166;45100800.0;1
Send for Credit Collection;S171169;31190400.0;1
Send for Credit Collection;S171175;39139200.0;1
Send for Credit Collection;S171190;43804800.0;1
Send for Credit Collection;S171193;40176000.0;1
Send for Credit Collection;S171196;41817600.0;1
Send for Credit Collection;S171201;45100800.0;1
Send for Credit Collection;S171203;45187200.0;1
Send for Credit Collection;S171207;40176000.0;1
Send for Credit Collection;S171211;39225600.0;1
Send for Credit Collection;S171215;42768000.0;1
Send for Credit Collection;S171225;43804800.0;1
Send for Credit Collection;S171241;36374400.0;1
Send for Credit Collection;S171244;42336000.0;1
Send for Credit Collection;S171250;41558400.0;1
Insert Date Appeal to Prefecture;S171252;1555200.0;1
Add penalty;S171252;3628800.0;2
Send Appeal to Prefecture;S171252;604800.0;3
Send Fine;S171257;5875200.0;1
Insert Fine Notification;S171257;1555200.0;2
Insert Date Appeal to Prefecture;S171257;2592000.0;3
Add penalty;S171257;2592000.0;4
Send Appeal to Prefecture;S171257;2419200.0;5
Create Fine;S171265;0.0;1
Send Fine;S171265;10022400.0;2
Create Fine;S171270;0.0;1
Send Fine;S171270;4492800.0;2
Create Fine;S171273;0.0;1
Send Fine;S171273;2851200.0;2
Create Fine;S171274;0.0;1
Send Fine;S171274;2419200.0;2
Create Fine;S171277;0.0;1
Payment;S171277;172800.0;2
Create Fine;S171280;0.0;1
Send Fine;S171280;2419200.0;2
Create Fine;S171284;0.0;1
Send Fine;S171284;7257600.0;2
Create Fine;S171291;0.0;1
Send Fine;S171291;3456000.0;2
Payment;S171291;1728000.0;3
Create Fine;S171292;0.0;1
Send Fine;S171292;3456000.0;2
Create Fine;S171293;0.0;1
Payment;S171293;0.0;2
Create Fine;S171294;0.0;1
Payment;S171294;86400.0;2
Create Fine;S171296;0.0;1
Send Fine;S171296;3456000.0;2
Create Fine;S171297;0.0;1
Payment;S171297;0.0;2
Send for Credit Collection;S171301;44323200.0;1
Send for Credit Collection;S171303;45187200.0;1
Send for Credit Collection;S171309;37929600.0;1
Send for Credit Collection;S171318;42076800.0;1
Send for Credit Collection;S171321;45014400.0;1
Send for Credit Collection;S171325;45187200.0;1
Send for Credit Collection;S171327;44236800.0;1
Send for Credit Collection;S171329;44236800.0;1
Send for Credit Collection;S171337;44928000.0;1
Send for Credit Collection;S171341;43459200.0;1
Send for Credit Collection;S171343;45014400.0;1
Send for Credit Collection;S171349;42768000.0;1
Send for Credit Collection;S171358;44582400.0;1
Send for Credit Collection;S171359;44582400.0;1
Send for Credit Collection;S171372;45187200.0;1
Send for Credit Collection;S171377;43545600.0;1
Send for Credit Collection;S171378;44841600.0;1
Send for Credit Collection;S171380;42854400.0;1
Send for Credit Collection;S171381;38793600.0;1
Send for Credit Collection;S171382;38793600.0;1
Send for Credit Collection;S171392;42336000.0;1
Send for Credit Collection;S171394;44236800.0;1
Send for Credit Collection;S171405;45187200.0;1
Send for Credit Collection;S171407;44236800.0;1
Send for Credit Collection;S171409;45014400.0;1
Send for Credit Collection;S171412;44323200.0;1
Send for Credit Collection;S171419;43459200.0;1
Send for Credit Collection;S171421;45187200.0;1
Send for Credit Collection;S171422;40176000.0;1
Send for Credit Collection;S171423;43545600.0;1
Send for Credit Collection;S171427;42681600.0;1
Send for Credit Collection;S171430;39312000.0;1
Send for Credit Collection;S171438;40089600.0;1
Send for Credit Collection;S171451;44150400.0;1
Send for Credit Collection;S171453;41990400.0;1
Send for Credit Collection;S171456;43372800.0;1
Send for Credit Collection;S171460;43545600.0;1
Send for Credit Collection;S171463;39052800.0;1
Send for Credit Collection;S171465;38880000.0;1
Send for Credit Collection;S171471;36979200.0;1
Send for Credit Collection;S171472;43804800.0;1
Send for Credit Collection;S171475;38880000.0;1
Send for Credit Collection;S171476;43718400.0;1
Send for Credit Collection;S171482;43804800.0;1
Send for Credit Collection;S171484;43113600.0;1
Send for Credit Collection;S171493;39225600.0;1
Send for Credit Collection;S171500;42854400.0;1
Send for Credit Collection;S171507;42768000.0;1
Send for Credit Collection;S171515;40003200.0;1
Send for Credit Collection;S171517;31190400.0;1
Send for Credit Collection;S171518;38880000.0;1
Send for Credit Collection;S171526;39139200.0;1
Send for Credit Collection;S171529;40089600.0;1
Send for Credit Collection;S171536;43718400.0;1
Send for Credit Collection;S171547;42854400.0;1
Send for Credit Collection;S171556;43027200.0;1
Send for Credit Collection;S171558;40089600.0;1
Send for Credit Collection;S171562;42249600.0;1
Send for Credit Collection;S171565;43286400.0;1
Send for Credit Collection;S171566;42508800.0;1
Send for Credit Collection;S171569;42940800.0;1
Send for Credit Collection;S171571;43286400.0;1
Send for Credit Collection;S171572;41990400.0;1
Send for Credit Collection;S171586;42422400.0;1
Send for Credit Collection;S171592;43286400.0;1
Send for Credit Collection;S171600;42768000.0;1
Send for Credit Collection;S171609;39312000.0;1
Send for Credit Collection;S171616;40003200.0;1
Send for Credit Collection;S171626;41731200.0;1
Send for Credit Collection;S171628;42422400.0;1
Send for Credit Collection;S171630;30844800.0;1
Send for Credit Collection;S171636;42422400.0;1
Send for Credit Collection;S171638;38880000.0;1
Send for Credit Collection;S171651;40003200.0;1
Send for Credit Collection;S171655;40176000.0;1
Send for Credit Collection;S171663;31104000.0;1
Send for Credit Collection;S171667;31708800.0;1
Send for Credit Collection;S171668;42422400.0;1
Send for Credit Collection;S171676;43372800.0;1
Send for Credit Collection;S171687;41299200.0;1
Send for Credit Collection;S171690;42422400.0;1
Send for Credit Collection;S171692;40262400.0;1
Send for Credit Collection;S171695;42681600.0;1
Send for Credit Collection;S171707;43804800.0;1
Send for Credit Collection;S171708;40176000.0;1
Send for Credit Collection;S171710;31190400.0;1
Send for Credit Collection;S171723;40262400.0;1
Send for Credit Collection;S171725;40262400.0;1
Send for Credit Collection;S171730;43200000.0;1
Send for Credit Collection;S171731;43027200.0;1
Send for Credit Collection;S171732;42595200.0;1
Send for Credit Collection;S171736;43200000.0;1
Send for Credit Collection;S171738;42076800.0;1
Send for Credit Collection;S171740;39744000.0;1
Send for Credit Collection;S171744;38016000.0;1
Send for Credit Collection;S171750;38102400.0;1
Send for Credit Collection;S171754;37238400.0;1
Send for Credit Collection;S171755;40176000.0;1
Send for Credit Collection;S171761;43632000.0;1
Send for Credit Collection;S171767;36720000.0;1
Send for Credit Collection;S171773;36633600.0;1
Send for Credit Collection;S171774;37756800.0;1
Send for Credit Collection;S171776;39916800.0;1
Send for Credit Collection;S171777;38880000.0;1
Send for Credit Collection;S171782;39744000.0;1
Send for Credit Collection;S171785;43372800.0;1
Send for Credit Collection;S171787;42336000.0;1
Send for Credit Collection;S171792;42508800.0;1
Send for Credit Collection;S171794;43372800.0;1
Send for Credit Collection;S171795;42336000.0;1
Send for Credit Collection;S171801;42940800.0;1
Send for Credit Collection;S171804;43804800.0;1
Send for Credit Collection;S171809;38880000.0;1
Send for Credit Collection;S171810;39484800.0;1
Send for Credit Collection;S171811;41904000.0;1
Send for Credit Collection;S171818;20563200.0;1
Send for Credit Collection;S171826;41904000.0;1
Send for Credit Collection;S171836;43372800.0;1
Send for Credit Collection;S171853;42249600.0;1
Send for Credit Collection;S171858;39398400.0;1
Send for Credit Collection;S171866;41904000.0;1
Send for Credit Collection;S171870;41817600.0;1
Send for Credit Collection;S171875;41040000.0;1
Send for Credit Collection;S171880;41904000.0;1
Send for Credit Collection;S171884;37238400.0;1
Send for Credit Collection;S171888;42422400.0;1
Send for Credit Collection;S171889;42422400.0;1
Send for Credit Collection;S171894;38188800.0;1
Send for Credit Collection;S171895;38188800.0;1
Send for Credit Collection;S171897;42076800.0;1
Send for Credit Collection;S171900;42422400.0;1
Send for Credit Collection;S171905;39139200.0;1
Send for Credit Collection;S171910;40176000.0;1
Send for Credit Collection;S171913;43372800.0;1
Send for Credit Collection;S171914;40176000.0;1
Send for Credit Collection;S171920;43113600.0;1
Send for Credit Collection;S171921;41558400.0;1
Send for Credit Collection;S171922;42163200.0;1
Send for Credit Collection;S171924;42595200.0;1
Send for Credit Collection;S171925;42422400.0;1
Send for Credit Collection;S171929;43372800.0;1
Send for Credit Collection;S171930;43286400.0;1
Send for Credit Collection;S171937;42336000.0;1
Send for Credit Collection;S171940;43372800.0;1
Send for Credit Collection;S171942;42336000.0;1
Send for Credit Collection;S171950;41817600.0;1
Send for Credit Collection;S171962;42854400.0;1
Send for Credit Collection;S171965;38880000.0;1
Send for Credit Collection;S171969;37238400.0;1
Send for Credit Collection;S171975;43372800.0;1
Send for Credit Collection;S171995;39398400.0;1
Send for Credit Collection;S172007;42249600.0;1
Send for Credit Collection;S172009;44064000.0;1
Send for Credit Collection;S172013;45014400.0;1
Send for Credit Collection;S172019;39225600.0;1
Send for Credit Collection;S172020;39225600.0;1
Send for Credit Collection;S172023;39225600.0;1
Send for Credit Collection;S172024;40176000.0;1
Send for Credit Collection;S172025;42768000.0;1
Send for Credit Collection;S172028;41126400.0;1
Send for Credit Collection;S172030;40003200.0;1
Send for Credit Collection;S172042;41731200.0;1
Send for Credit Collection;S172045;39225600.0;1
Send for Credit Collection;S172048;41904000.0;1
Send for Credit Collection;S172055;44150400.0;1
Send for Credit Collection;S172060;39225600.0;1
Send for Credit Collection;S172081;43804800.0;1
Send for Credit Collection;S172088;40003200.0;1
Send for Credit Collection;S172090;38880000.0;1
Send for Credit Collection;S172095;42940800.0;1
Send for Credit Collection;S172101;43891200.0;1
Send for Credit Collection;S172105;40176000.0;1
Send for Credit Collection;S172107;31017600.0;1
Send for Credit Collection;S172119;42854400.0;1
Send for Credit Collection;S172121;39398400.0;1
Send for Credit Collection;S172122;39398400.0;1
Send for Credit Collection;S172128;36374400.0;1
Send for Credit Collection;S172135;40262400.0;1
Send for Credit Collection;S172140;42768000.0;1
Send for Credit Collection;S172142;39312000.0;1
Send for Credit Collection;S172144;40262400.0;1
Send for Credit Collection;S172150;43804800.0;1
Send for Credit Collection;S172152;44668800.0;1
Send for Credit Collection;S172153;45014400.0;1
Send for Credit Collection;S172155;44236800.0;1
Payment;S172165;35856000.0;1
Send for Credit Collection;S172170;43113600.0;1
Send for Credit Collection;S172173;40262400.0;1
Send for Credit Collection;S172174;43027200.0;1
Send for Credit Collection;S172175;42422400.0;1
Send for Credit Collection;S172196;39398400.0;1
Send for Credit Collection;S172197;43113600.0;1
Send for Credit Collection;S172203;44236800.0;1
Send for Credit Collection;S172204;42854400.0;1
Send for Credit Collection;S172207;37756800.0;1
Payment;S172211;33523200.0;1
Send for Credit Collection;S172214;42163200.0;1
Send for Credit Collection;S172218;36720000.0;1
Send for Credit Collection;S172219;39312000.0;1
Send for Credit Collection;S172220;39312000.0;1
Send for Credit Collection;S172221;42768000.0;1
Send for Credit Collection;S172222;39052800.0;1
Send for Credit Collection;S172234;40089600.0;1
Send for Credit Collection;S172237;43718400.0;1
Send for Credit Collection;S172244;40176000.0;1
Send for Credit Collection;S172251;43718400.0;1
Send for Credit Collection;S172257;43286400.0;1
Send for Credit Collection;S172258;39225600.0;1
Send for Credit Collection;S172259;42163200.0;1
Send for Credit Collection;S172261;39398400.0;1
Send for Credit Collection;S172269;42163200.0;1
Send for Credit Collection;S172301;44150400.0;1
Send for Credit Collection;S172304;44064000.0;1
Send for Credit Collection;S172307;42336000.0;1
Send for Credit Collection;S172318;43200000.0;1
Send for Credit Collection;S172323;41731200.0;1
Send for Credit Collection;S172325;39916800.0;1
Send for Credit Collection;S172330;43804800.0;1
Send for Credit Collection;S172332;40089600.0;1
Send for Credit Collection;S172334;40089600.0;1
Send for Credit Collection;S172337;40089600.0;1
Send for Credit Collection;S172344;42768000.0;1
Send for Credit Collection;S172347;38880000.0;1
Send for Credit Collection;S172349;43113600.0;1
Send for Credit Collection;S172350;36633600.0;1
Send for Credit Collection;S172352;39225600.0;1
Send for Credit Collection;S172355;41558400.0;1
Send for Credit Collection;S172360;42163200.0;1
Send for Credit Collection;S172361;41558400.0;1
Send for Credit Collection;S172365;41472000.0;1
Send for Credit Collection;S172368;42336000.0;1
Send for Credit Collection;S172369;42422400.0;1
Send for Credit Collection;S172373;33955200.0;1
Send for Credit Collection;S172382;33868800.0;1
Send for Credit Collection;S172385;38016000.0;1
Send for Credit Collection;S172389;29116800.0;1
Send for Credit Collection;S172403;39744000.0;1
Send for Credit Collection;S172408;42163200.0;1
Send for Credit Collection;S172425;42768000.0;1
Send for Credit Collection;S172428;41212800.0;1
Send for Credit Collection;S172429;42076800.0;1
Send for Credit Collection;S172438;42422400.0;1
Send for Credit Collection;S172441;33523200.0;1
Send for Credit Collection;S172443;29894400.0;1
Send for Credit Collection;S172462;42076800.0;1
Send for Credit Collection;S172463;42422400.0;1
Send for Credit Collection;S172467;41385600.0;1
Send for Credit Collection;S172470;41990400.0;1
Send for Credit Collection;S172481;41990400.0;1
Send for Credit Collection;S172484;41212800.0;1
Send for Credit Collection;S172503;38880000.0;1
Send for Credit Collection;S172506;42940800.0;1
Send for Credit Collection;S17251;40694400.0;1
Send for Credit Collection;S172510;42249600.0;1
Send for Credit Collection;S172514;40003200.0;1
Send for Credit Collection;S172515;39744000.0;1
Send for Credit Collection;S172525;42595200.0;1
Send for Credit Collection;S172532;40089600.0;1
Send for Credit Collection;S172540;40176000.0;1
Send for Credit Collection;S172542;42249600.0;1
Send for Credit Collection;S172545;31190400.0;1
Send for Credit Collection;S172551;43804800.0;1
Send for Credit Collection;S172555;43113600.0;1
Send for Credit Collection;S172556;40780800.0;1
Send for Credit Collection;S172557;43200000.0;1
Send for Credit Collection;S172558;37756800.0;1
Send for Credit Collection;S172560;43286400.0;1
Send for Credit Collection;S172563;39225600.0;1
Send for Credit Collection;S172573;37670400.0;1
Send for Credit Collection;S172575;33955200.0;1
Send for Credit Collection;S172576;42163200.0;1
Send for Credit Collection;S172583;42681600.0;1
Send for Credit Collection;S172586;41817600.0;1
Send for Credit Collection;S172589;42422400.0;1
Send for Credit Collection;S172590;39916800.0;1
Send for Credit Collection;S172592;41558400.0;1
Send for Credit Collection;S172601;43718400.0;1
Send for Credit Collection;S172606;40089600.0;1
Send for Credit Collection;S172607;40176000.0;1
Send for Credit Collection;S172608;42940800.0;1
Send for Credit Collection;S172609;43372800.0;1
Send for Credit Collection;S172611;43113600.0;1
Send for Credit Collection;S172613;42940800.0;1
Send for Credit Collection;S172614;40176000.0;1
Send for Credit Collection;S172625;43372800.0;1
Send for Credit Collection;S172633;29116800.0;1
Send for Credit Collection;S172634;42076800.0;1
Send for Credit Collection;S172635;43286400.0;1
Send for Credit Collection;S172640;43286400.0;1
Send for Credit Collection;S172646;39744000.0;1
Send for Credit Collection;S172650;41126400.0;1
Send for Credit Collection;S172658;38534400.0;1
Send for Credit Collection;S172662;31017600.0;1
Payment;S172673;34819200.0;1
Send for Credit Collection;S172679;37929600.0;1
Send for Credit Collection;S172685;36892800.0;1
Send for Credit Collection;S172688;38016000.0;1
Send for Credit Collection;S172691;36633600.0;1
Payment;S172714;3715200.0;1
Send for Credit Collection;S172755;42422400.0;1
Send for Credit Collection;S172776;42508800.0;1
Send for Credit Collection;S172778;38880000.0;1
Send for Credit Collection;S172779;43113600.0;1
Send for Credit Collection;S172786;37756800.0;1
Send for Credit Collection;S172795;41817600.0;1
Send for Credit Collection;S172796;41558400.0;1
Send for Credit Collection;S172804;40176000.0;1
Send for Credit Collection;S172808;39312000.0;1
Send for Credit Collection;S172811;40003200.0;1
Send for Credit Collection;S172812;40176000.0;1
Send for Credit Collection;S172813;42508800.0;1
Send for Credit Collection;S172815;43804800.0;1
Send for Credit Collection;S172819;42508800.0;1
Send for Credit Collection;S172820;41731200.0;1
Send for Credit Collection;S172828;41558400.0;1
Send for Credit Collection;S172829;40694400.0;1
Send for Credit Collection;S172830;43286400.0;1
Send for Credit Collection;S172836;43200000.0;1
Send for Credit Collection;S172838;40262400.0;1
Send for Credit Collection;S172839;42508800.0;1
Send for Credit Collection;S172846;43200000.0;1
Send for Credit Collection;S172849;43200000.0;1
Send for Credit Collection;S172852;42336000.0;1
Send for Credit Collection;S172858;42508800.0;1
Send for Credit Collection;S172865;40262400.0;1
Send for Credit Collection;S172866;43372800.0;1
Send for Credit Collection;S172867;40262400.0;1
Send for Credit Collection;S172868;42336000.0;1
Send for Credit Collection;S172876;42076800.0;1
Send for Credit Collection;S172882;42508800.0;1
Send for Credit Collection;S172887;41817600.0;1
Send for Credit Collection;S172891;42768000.0;1
Send for Credit Collection;S172893;41558400.0;1
Send for Credit Collection;S172906;41558400.0;1
Send for Credit Collection;S172908;35769600.0;1
Send for Credit Collection;S172910;41299200.0;1
Send for Credit Collection;S172911;42422400.0;1
Send for Credit Collection;S172913;29548800.0;1
Send for Credit Collection;S172914;42768000.0;1
Send for Credit Collection;S172918;42508800.0;1
Send for Credit Collection;S172929;42163200.0;1
Send for Credit Collection;S172936;40780800.0;1
Send for Credit Collection;S172945;42163200.0;1
Send for Credit Collection;S172947;41385600.0;1
Send for Credit Collection;S172952;40176000.0;1
Send for Credit Collection;S172953;37929600.0;1
Send for Credit Collection;S172955;40262400.0;1
Send for Credit Collection;S172960;42422400.0;1
Send for Credit Collection;S172967;43372800.0;1
Send for Credit Collection;S172968;42163200.0;1
Send for Credit Collection;S172972;42508800.0;1
Send for Credit Collection;S172977;43200000.0;1
Send for Credit Collection;S172978;42249600.0;1
Send for Credit Collection;S172981;42422400.0;1
Send for Credit Collection;S172988;43113600.0;1
Send for Credit Collection;S172994;43372800.0;1
Send for Credit Collection;S172996;41731200.0;1
Send for Credit Collection;S173000;42336000.0;1
Send for Credit Collection;S173001;38793600.0;1
Send for Credit Collection;S173008;41731200.0;1
Send for Credit Collection;S173010;42336000.0;1
Send for Credit Collection;S173011;42336000.0;1
Send for Credit Collection;S173019;42422400.0;1
Send for Credit Collection;S173024;42163200.0;1
Send for Credit Collection;S173026;42076800.0;1
Send for Credit Collection;S173027;41558400.0;1
Send for Credit Collection;S173031;42681600.0;1
Send for Credit Collection;S173033;42163200.0;1
Send for Credit Collection;S173035;42163200.0;1
Send for Credit Collection;S173036;42681600.0;1
Send for Credit Collection;S173050;37065600.0;1
Send for Credit Collection;S173053;33264000.0;1
Send for Credit Collection;S173061;38880000.0;1
Send for Credit Collection;S173067;33782400.0;1
Send for Credit Collection;S173068;39830400.0;1
Send for Credit Collection;S173069;37670400.0;1
Send for Credit Collection;S173070;38016000.0;1
Send for Credit Collection;S173071;33955200.0;1
Send for Credit Collection;S173072;38016000.0;1
Send for Credit Collection;S173079;39744000.0;1
Send for Credit Collection;S173093;40694400.0;1
Send for Credit Collection;S173097;34646400.0;1
Send for Credit Collection;S173106;43372800.0;1
Send for Credit Collection;S173119;42336000.0;1
Send for Credit Collection;S173129;42422400.0;1
Send for Credit Collection;S173137;41817600.0;1
Send for Credit Collection;S173153;42768000.0;1
Send for Credit Collection;S173154;41904000.0;1
Send for Credit Collection;S173157;42163200.0;1
Send for Credit Collection;S173158;42768000.0;1
Send for Credit Collection;S173161;42768000.0;1
Send for Credit Collection;S173163;41817600.0;1
Send for Credit Collection;S173164;42681600.0;1
Send for Credit Collection;S173165;38534400.0;1
Send for Credit Collection;S173172;41817600.0;1
Send for Credit Collection;S173177;41731200.0;1
Send for Credit Collection;S173184;41731200.0;1
Send for Credit Collection;S173185;41904000.0;1
Send for Credit Collection;S173187;33091200.0;1
Send for Credit Collection;S173188;30844800.0;1
Send for Credit Collection;S173193;41904000.0;1
Send for Credit Collection;S173194;41817600.0;1
Send for Credit Collection;S173204;43372800.0;1
Send for Credit Collection;S173206;40176000.0;1
Send for Credit Collection;S173207;42422400.0;1
Send for Credit Collection;S173210;40262400.0;1
Send for Credit Collection;S173216;42508800.0;1
Send for Credit Collection;S173219;41644800.0;1
Send for Credit Collection;S173229;42768000.0;1
Send for Credit Collection;S173238;42768000.0;1
Send for Credit Collection;S173241;41817600.0;1
Send for Credit Collection;S173243;41817600.0;1
Send for Credit Collection;S173250;42163200.0;1
Send for Credit Collection;S173252;39398400.0;1
Send for Credit Collection;S173258;37756800.0;1
Send for Credit Collection;S173262;38016000.0;1
Send for Credit Collection;S173264;43200000.0;1
Send for Credit Collection;S173267;41644800.0;1
Send for Credit Collection;S173269;43372800.0;1
Send for Credit Collection;S173274;43200000.0;1
Payment;S173276;34560000.0;1
Send for Credit Collection;S173277;38966400.0;1
Send for Credit Collection;S173278;18748800.0;1
Send for Credit Collection;S173280;42422400.0;1
Send for Credit Collection;S173284;41817600.0;1
Send for Credit Collection;S173285;42768000.0;1
Send for Credit Collection;S173290;41558400.0;1
Send for Credit Collection;S173296;41558400.0;1
Send for Credit Collection;S173300;42768000.0;1
Send for Credit Collection;S173302;42336000.0;1
Send for Credit Collection;S173322;42336000.0;1
Send for Credit Collection;S173331;43200000.0;1
Send for Credit Collection;S173332;43200000.0;1
Send for Credit Collection;S173337;31190400.0;1
Send for Credit Collection;S173339;43200000.0;1
Send for Credit Collection;S173343;42076800.0;1
Send for Credit Collection;S173344;41212800.0;1
Send for Credit Collection;S173354;37756800.0;1
Send for Credit Collection;S173356;39052800.0;1
Send for Credit Collection;S173357;42768000.0;1
Send for Credit Collection;S173360;41558400.0;1
Send for Credit Collection;S173361;42163200.0;1
Send for Credit Collection;S173363;42422400.0;1
Send for Credit Collection;S173368;42163200.0;1
Send for Credit Collection;S173370;41472000.0;1
Send for Credit Collection;S173374;42768000.0;1
Send for Credit Collection;S173379;41299200.0;1
Send for Credit Collection;S173384;42768000.0;1
Send for Credit Collection;S173385;41558400.0;1
