Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4512;Confirmation of receipt-complete;Resource02;2010/12/08 17:31:19.128;Variant 1;1;Internet;General;;Resource02;task-1932;Confirmation of receipt;complete;EMPTY;0.0
case-4512;T02 Check confirmation of receipt-complete;Resource24;2010/12/22 14:09:43.539;Variant 1;1;Internet;General;;Resource02;task-3417;T02 Check confirmation of receipt;complete;EMPTY;1197504.411
case-4512;T04 Determine confirmation of receipt-complete;Resource10;2010/12/22 14:16:11.506;Variant 1;1;Internet;General;;Resource02;task-5463;T04 Determine confirmation of receipt;complete;Group 3;387.967
case-4512;T05 Print and send confirmation of receipt-complete;admin1;2010/12/24 10:01:18.997;Variant 1;1;Internet;General;;Resource02;task-5466;T05 Print and send confirmation of receipt;complete;Group 2;157507.491
case-4513;Confirmation of receipt-complete;Resource15;2010/12/03 14:23:44.825;Variant 1;1;Internet;General;;Resource15;task-1933;Confirmation of receipt;complete;EMPTY;0.0
case-4513;T02 Check confirmation of receipt-complete;Resource15;2010/12/03 14:25:37.215;Variant 1;1;Internet;General;;Resource15;task-2747;T02 Check confirmation of receipt;complete;Group 4;112.39
case-4513;T04 Determine confirmation of receipt-complete;Resource10;2010/12/03 14:54:23.415;Variant 1;1;Internet;General;;Resource15;task-2749;T04 Determine confirmation of receipt;complete;Group 3;1726.2
case-4513;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:24:42.802;Variant 1;1;Internet;General;;Resource15;task-2754;T05 Print and send confirmation of receipt;complete;Group 2;257419.387
case-4513;T06 Determine necessity of stop advice-complete;Resource15;2010/12/08 09:43:34.084;Variant 1;1;Internet;General;;Resource15;task-2748;T06 Determine necessity of stop advice;complete;Group 1;155931.282
case-4513;T10 Determine necessity to stop indication-complete;Resource15;2010/12/08 09:43:49.538;Variant 1;1;Internet;General;;Resource15;task-3218;T10 Determine necessity to stop indication;complete;Group 1;15.454
case-4515;Confirmation of receipt-complete;Resource07;2010/12/02 09:14:36.341;Variant 2;2;Internet;General;;Resource07;task-1938;Confirmation of receipt;complete;Group 1;0.0
case-4515;T06 Determine necessity of stop advice-complete;Resource07;2010/12/02 09:15:36.139;Variant 2;2;Internet;General;;Resource07;task-2595;T06 Determine necessity of stop advice;complete;Group 1;59.798
case-4515;T10 Determine necessity to stop indication-complete;Resource07;2010/12/02 09:22:48.215;Variant 2;2;Internet;General;;Resource07;task-2596;T10 Determine necessity to stop indication;complete;Group 1;432.076
case-4515;T02 Check confirmation of receipt-complete;Resource07;2010/12/02 09:23:22.313;Variant 2;2;Internet;General;;Resource07;task-2594;T02 Check confirmation of receipt;complete;Group 4;34.098
case-4515;T04 Determine confirmation of receipt-complete;Resource07;2010/12/02 09:23:38.418;Variant 2;2;Internet;General;;Resource07;task-2600;T04 Determine confirmation of receipt;complete;Group 3;16.105
case-4515;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:33:31.641;Variant 2;2;Internet;General;;Resource07;task-2601;T05 Print and send confirmation of receipt;complete;Group 2;364193.223
case-4517;Confirmation of receipt-complete;Resource01;2010/12/15 10:50:08.645;Variant 4;4;Internet;General;;Resource01;task-1949;Confirmation of receipt;complete;EMPTY;0.0
case-4517;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 10:50:35.547;Variant 4;4;Internet;General;;Resource01;task-4422;T02 Check confirmation of receipt;complete;Group 4;26.902
case-4517;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 10:51:42.943;Variant 4;4;Internet;General;;Resource01;task-4423;T06 Determine necessity of stop advice;complete;Group 1;67.396
case-4517;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 10:52:34.597;Variant 4;4;Internet;General;;Resource01;task-4425;T10 Determine necessity to stop indication;complete;Group 1;51.654
case-4517;T04 Determine confirmation of receipt-complete;Resource19;2010/12/16 09:39:16.015;Variant 4;4;Internet;General;;Resource01;task-4424;T04 Determine confirmation of receipt;complete;EMPTY;82001.418
case-4517;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:17:19.301;Variant 4;4;Internet;General;;Resource01;task-4627;T05 Print and send confirmation of receipt;complete;Group 2;88683.286
case-4519;Confirmation of receipt-complete;Resource01;2010/12/15 11:14:18.499;Variant 4;4;Internet;General;;Resource01;task-1951;Confirmation of receipt;complete;EMPTY;0.0
case-4519;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 11:14:33.948;Variant 4;4;Internet;General;;Resource01;task-4442;T02 Check confirmation of receipt;complete;Group 4;15.449
case-4519;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 11:15:38.180;Variant 4;4;Internet;General;;Resource01;task-4443;T06 Determine necessity of stop advice;complete;Group 1;64.232
case-4519;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 11:16:02.558;Variant 4;4;Internet;General;;Resource01;task-4448;T10 Determine necessity to stop indication;complete;Group 1;24.378
case-4519;T04 Determine confirmation of receipt-complete;Resource19;2010/12/16 09:26:15.178;Variant 4;4;Internet;General;;Resource01;task-4444;T04 Determine confirmation of receipt;complete;EMPTY;79812.62
case-4519;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:15:45.864;Variant 4;4;Internet;General;;Resource01;task-4622;T05 Print and send confirmation of receipt;complete;Group 2;89370.686
case-4526;Confirmation of receipt-complete;Resource08;2010/12/03 15:47:30.578;Variant 1;1;Internet;General;;Resource08;task-1958;Confirmation of receipt;complete;EMPTY;0.0
case-4526;T02 Check confirmation of receipt-complete;Resource08;2010/12/03 15:54:20.198;Variant 1;1;Internet;General;;Resource08;task-2763;T02 Check confirmation of receipt;complete;Group 4;409.62
case-4526;T04 Determine confirmation of receipt-complete;Resource10;2010/12/06 08:23:21.296;Variant 1;1;Internet;General;;Resource08;task-2765;T04 Determine confirmation of receipt;complete;Group 3;232141.098
case-4526;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:26:34.572;Variant 1;1;Internet;General;;Resource08;task-2788;T05 Print and send confirmation of receipt;complete;Group 2;21793.276
case-4526;T06 Determine necessity of stop advice-complete;Resource08;2010/12/09 14:25:07.465;Variant 1;1;Internet;General;;Resource08;task-2764;T06 Determine necessity of stop advice;complete;Group 1;259112.893
case-4526;T10 Determine necessity to stop indication-complete;Resource08;2010/12/21 11:48:46.252;Variant 1;1;Internet;General;;Resource08;task-3497;T10 Determine necessity to stop indication;complete;Group 1;1027418.787
case-4529;Confirmation of receipt-complete;Resource02;2010/12/03 13:39:15.425;Variant 1;1;Internet;General;;Resource02;task-1961;Confirmation of receipt;complete;EMPTY;0.0
case-4529;T02 Check confirmation of receipt-complete;Resource04;2010/12/06 11:03:30.734;Variant 1;1;Internet;General;;Resource02;task-2720;T02 Check confirmation of receipt;complete;EMPTY;249855.309
case-4529;T04 Determine confirmation of receipt-complete;Resource10;2010/12/06 11:52:41.561;Variant 1;1;Internet;General;;Resource02;task-2878;T04 Determine confirmation of receipt;complete;Group 3;2950.827
case-4529;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:10:14.038;Variant 1;1;Internet;General;;Resource02;task-2955;T05 Print and send confirmation of receipt;complete;Group 2;11852.477
case-4529;T06 Determine necessity of stop advice-complete;Resource02;2010/12/07 14:32:16.240;Variant 1;1;Internet;General;;Resource02;task-2721;T06 Determine necessity of stop advice;complete;Group 1;84122.202
case-4529;T10 Determine necessity to stop indication-complete;Resource02;2010/12/07 14:32:36.452;Variant 1;1;Internet;General;;Resource02;task-3125;T10 Determine necessity to stop indication;complete;Group 1;20.212
case-4533;Confirmation of receipt-complete;Resource02;2010/12/03 13:53:37.924;Variant 1;1;Internet;General;;Resource02;task-1968;Confirmation of receipt;complete;EMPTY;0.0
case-4533;T02 Check confirmation of receipt-complete;Resource04;2010/12/03 13:58:47.227;Variant 1;1;Internet;General;;Resource02;task-2728;T02 Check confirmation of receipt;complete;EMPTY;309.303
case-4533;T04 Determine confirmation of receipt-complete;Resource10;2010/12/03 14:47:50.288;Variant 1;1;Internet;General;;Resource02;task-2734;T04 Determine confirmation of receipt;complete;Group 3;2943.061
case-4533;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:22:14.802;Variant 1;1;Internet;General;;Resource02;task-2751;T05 Print and send confirmation of receipt;complete;Group 2;257664.514
case-4533;T06 Determine necessity of stop advice-complete;Resource02;2010/12/16 11:18:58.845;Variant 1;1;Internet;General;;Resource02;task-2729;T06 Determine necessity of stop advice;complete;Group 1;853004.043
case-4533;T10 Determine necessity to stop indication-complete;Resource02;2010/12/16 11:19:20.894;Variant 1;1;Internet;General;;Resource02;task-4657;T10 Determine necessity to stop indication;complete;Group 1;22.049
case-4534;Confirmation of receipt-complete;Resource01;2010/12/14 09:58:30.806;Variant 4;4;Internet;General;;Resource01;task-1978;Confirmation of receipt;complete;EMPTY;0.0
case-4534;T02 Check confirmation of receipt-complete;Resource01;2010/12/14 10:00:36.354;Variant 4;4;Internet;General;;Resource01;task-4065;T02 Check confirmation of receipt;complete;Group 4;125.548
case-4534;T06 Determine necessity of stop advice-complete;Resource01;2010/12/14 10:02:44.613;Variant 4;4;Internet;General;;Resource01;task-4066;T06 Determine necessity of stop advice;complete;Group 1;128.259
case-4534;T10 Determine necessity to stop indication-complete;Resource01;2010/12/14 10:04:17.190;Variant 4;4;Internet;General;;Resource01;task-4070;T10 Determine necessity to stop indication;complete;Group 1;92.577
case-4534;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:10:14.646;Variant 4;4;Internet;General;;Resource01;task-4067;T04 Determine confirmation of receipt;complete;EMPTY;90357.456
case-4534;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:14:01.720;Variant 4;4;Internet;General;;Resource01;task-4440;T05 Print and send confirmation of receipt;complete;Group 2;11027.074
case-4538;Confirmation of receipt-complete;Resource01;2010/12/14 11:31:05.784;Variant 4;4;Internet;General;;Resource01;task-1985;Confirmation of receipt;complete;EMPTY;0.0
case-4538;T02 Check confirmation of receipt-complete;Resource01;2010/12/14 11:31:29.201;Variant 4;4;Internet;General;;Resource01;task-4097;T02 Check confirmation of receipt;complete;Group 4;23.417
case-4538;T06 Determine necessity of stop advice-complete;Resource01;2010/12/14 11:32:05.930;Variant 4;4;Internet;General;;Resource01;task-4098;T06 Determine necessity of stop advice;complete;Group 1;36.729
case-4538;T10 Determine necessity to stop indication-complete;Resource01;2010/12/14 11:32:48.547;Variant 4;4;Internet;General;;Resource01;task-4100;T10 Determine necessity to stop indication;complete;Group 1;42.617
case-4538;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:15:20.129;Variant 4;4;Internet;General;;Resource01;task-4099;T04 Determine confirmation of receipt;complete;EMPTY;85351.582
case-4538;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:14:59.683;Variant 4;4;Internet;General;;Resource01;task-4447;T05 Print and send confirmation of receipt;complete;Group 2;10779.554
case-4540;Confirmation of receipt-complete;Resource07;2010/12/13 14:12:59.193;Variant 6;6;Internet;General;;Resource07;task-2011;Confirmation of receipt;complete;EMPTY;0.0
case-4540;T06 Determine necessity of stop advice-complete;Resource07;2010/12/13 14:13:33.180;Variant 6;6;Internet;General;;Resource07;task-3975;T06 Determine necessity of stop advice;complete;Group 1;33.987
case-4540;T02 Check confirmation of receipt-complete;Resource07;2010/12/13 14:14:06.699;Variant 6;6;Internet;General;;Resource07;task-3974;T02 Check confirmation of receipt;complete;Group 4;33.519
case-4540;T04 Determine confirmation of receipt-complete;Resource07;2010/12/13 14:14:34.976;Variant 6;6;Internet;General;;Resource07;task-3977;T04 Determine confirmation of receipt;complete;Group 3;28.277
case-4540;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/13 14:15:15.140;Variant 6;6;Internet;General;;Resource07;task-3978;T05 Print and send confirmation of receipt;complete;Group 2;40.164
case-4540;T10 Determine necessity to stop indication-complete;Resource07;2010/12/13 16:38:02.696;Variant 6;6;Internet;General;;Resource07;task-3976;T10 Determine necessity to stop indication;complete;Group 1;8567.556
case-4546;Confirmation of receipt-complete;Resource05;2010/12/06 12:33:07.552;Variant 4;4;Internet;General;;Resource05;task-2051;Confirmation of receipt;complete;EMPTY;0.0
case-4546;T02 Check confirmation of receipt-complete;Resource05;2010/12/06 12:34:43.472;Variant 4;4;Internet;General;;Resource05;task-2975;T02 Check confirmation of receipt;complete;Group 4;95.92
case-4546;T06 Determine necessity of stop advice-complete;Resource05;2010/12/06 12:35:04.050;Variant 4;4;Internet;General;;Resource05;task-2976;T06 Determine necessity of stop advice;complete;Group 1;20.578
case-4546;T10 Determine necessity to stop indication-complete;Resource05;2010/12/06 12:35:27.484;Variant 4;4;Internet;General;;Resource05;task-2978;T10 Determine necessity to stop indication;complete;Group 1;23.434
case-4546;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 08:10:52.054;Variant 4;4;Internet;General;;Resource05;task-2977;T04 Determine confirmation of receipt;complete;Group 3;70524.57
case-4546;T05 Print and send confirmation of receipt-complete;admin1;2010/12/07 08:32:28.223;Variant 4;4;Internet;General;;Resource05;task-3019;T05 Print and send confirmation of receipt;complete;Group 2;1296.169
case-4554;Confirmation of receipt-complete;Resource01;2010/12/14 11:58:24.911;Variant 4;4;Internet;General;;Resource01;task-2136;Confirmation of receipt;complete;EMPTY;0.0
case-4554;T02 Check confirmation of receipt-complete;Resource01;2010/12/14 11:58:42.082;Variant 4;4;Internet;General;;Resource01;task-4118;T02 Check confirmation of receipt;complete;Group 4;17.171
case-4554;T06 Determine necessity of stop advice-complete;Resource01;2010/12/14 12:03:20.292;Variant 4;4;Internet;General;;Resource01;task-4119;T06 Determine necessity of stop advice;complete;Group 1;278.21
case-4554;T10 Determine necessity to stop indication-complete;Resource01;2010/12/14 12:06:16.251;Variant 4;4;Internet;General;;Resource01;task-4122;T10 Determine necessity to stop indication;complete;Group 1;175.959
case-4554;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:18:19.159;Variant 4;4;Internet;General;;Resource01;task-4120;T04 Determine confirmation of receipt;complete;EMPTY;83522.908
case-4554;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:21:11.832;Variant 4;4;Internet;General;;Resource01;task-4456;T05 Print and send confirmation of receipt;complete;Group 2;10972.673
case-4555;Confirmation of receipt-complete;Resource08;2010/12/07 14:57:17.433;Variant 4;4;Internet;General;;Resource08;task-2143;Confirmation of receipt;complete;EMPTY;0.0
case-4555;T02 Check confirmation of receipt-complete;Resource08;2010/12/07 14:57:33.329;Variant 4;4;Internet;General;;Resource08;task-3144;T02 Check confirmation of receipt;complete;Group 4;15.896
case-4555;T06 Determine necessity of stop advice-complete;Resource08;2010/12/07 14:57:50.377;Variant 4;4;Internet;General;;Resource08;task-3145;T06 Determine necessity of stop advice;complete;Group 1;17.048
case-4555;T10 Determine necessity to stop indication-complete;Resource08;2010/12/07 14:58:21.998;Variant 4;4;Internet;General;;Resource08;task-3147;T10 Determine necessity to stop indication;complete;Group 1;31.621
case-4555;T04 Determine confirmation of receipt-complete;Resource10;2010/12/07 17:27:36.808;Variant 4;4;Internet;General;;Resource08;task-3146;T04 Determine confirmation of receipt;complete;Group 3;8954.81
case-4555;T05 Print and send confirmation of receipt-complete;admin1;2010/12/08 09:40:15.864;Variant 4;4;Internet;General;;Resource08;task-3181;T05 Print and send confirmation of receipt;complete;Group 2;58359.056
case-4556;Confirmation of receipt-complete;Resource04;2010/11/29 14:13:38.573;Variant 5;5;Internet;General;;Resource04;task-2144;Confirmation of receipt;complete;Group 1;0.0
case-4556;T02 Check confirmation of receipt-complete;Resource04;2010/11/29 14:15:30.723;Variant 5;5;Internet;General;;Resource04;task-2225;T02 Check confirmation of receipt;complete;Group 4;112.15
case-4556;T04 Determine confirmation of receipt-complete;Resource04;2010/11/29 14:15:43.456;Variant 5;5;Internet;General;;Resource04;task-2228;T04 Determine confirmation of receipt;complete;Group 3;12.733
case-4556;T06 Determine necessity of stop advice-complete;Resource04;2010/11/29 14:17:11.457;Variant 5;5;Internet;General;;Resource04;task-2226;T06 Determine necessity of stop advice;complete;Group 1;88.001
case-4556;T10 Determine necessity to stop indication-complete;Resource04;2010/11/29 14:29:07.956;Variant 5;5;Internet;General;;Resource04;task-2232;T10 Determine necessity to stop indication;complete;Group 1;716.499
case-4556;T05 Print and send confirmation of receipt-complete;admin1;2010/11/30 10:17:33.827;Variant 5;5;Internet;General;;Resource04;task-2229;T05 Print and send confirmation of receipt;complete;Group 2;71305.871
case-4559;Confirmation of receipt-complete;Resource01;2010/12/14 12:24:35.032;Variant 4;4;Internet;General;;Resource01;task-2154;Confirmation of receipt;complete;EMPTY;0.0
case-4559;T02 Check confirmation of receipt-complete;Resource01;2010/12/14 12:24:50.979;Variant 4;4;Internet;General;;Resource01;task-4136;T02 Check confirmation of receipt;complete;Group 4;15.947
case-4559;T06 Determine necessity of stop advice-complete;Resource01;2010/12/14 12:25:24.609;Variant 4;4;Internet;General;;Resource01;task-4137;T06 Determine necessity of stop advice;complete;Group 1;33.63
case-4559;T10 Determine necessity to stop indication-complete;Resource01;2010/12/14 12:26:08.036;Variant 4;4;Internet;General;;Resource01;task-4139;T10 Determine necessity to stop indication;complete;Group 1;43.427
case-4559;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:20:45.445;Variant 4;4;Internet;General;;Resource01;task-4138;T04 Determine confirmation of receipt;complete;EMPTY;82477.409
case-4559;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:18:04.905;Variant 4;4;Internet;General;;Resource01;task-4469;T05 Print and send confirmation of receipt;complete;Group 2;10639.46
case-4560;Confirmation of receipt-complete;Resource01;2010/12/15 08:50:39.546;Variant 4;4;Internet;General;;Resource01;task-2161;Confirmation of receipt;complete;EMPTY;0.0
case-4560;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 08:50:57.304;Variant 4;4;Internet;General;;Resource01;task-4322;T02 Check confirmation of receipt;complete;Group 4;17.758
case-4560;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 08:54:27.582;Variant 4;4;Internet;General;;Resource01;task-4323;T06 Determine necessity of stop advice;complete;Group 1;210.278
case-4560;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 08:54:44.709;Variant 4;4;Internet;General;;Resource01;task-4325;T10 Determine necessity to stop indication;complete;Group 1;17.127
case-4560;T04 Determine confirmation of receipt-complete;Resource19;2010/12/15 11:04:01.308;Variant 4;4;Internet;General;;Resource01;task-4324;T04 Determine confirmation of receipt;complete;EMPTY;7756.599
case-4560;T05 Print and send confirmation of receipt-complete;admin1;2010/12/15 14:16:01.021;Variant 4;4;Internet;General;;Resource01;task-4436;T05 Print and send confirmation of receipt;complete;Group 2;11519.713
case-4563;Confirmation of receipt-complete;Resource11;2010/12/15 14:03:12.375;Variant 2;2;Internet;General;;Resource01;task-2166;Confirmation of receipt;complete;EMPTY;0.0
case-4563;T06 Determine necessity of stop advice-complete;Resource11;2010/12/15 14:04:39.364;Variant 2;2;Internet;General;;Resource01;task-4535;T06 Determine necessity of stop advice;complete;Group 1;86.989
case-4563;T10 Determine necessity to stop indication-complete;Resource11;2010/12/15 14:08:19.176;Variant 2;2;Internet;General;;Resource01;task-4536;T10 Determine necessity to stop indication;complete;Group 1;219.812
case-4563;T02 Check confirmation of receipt-complete;Resource19;2010/12/16 09:59:33.212;Variant 2;2;Internet;General;;Resource01;task-4534;T02 Check confirmation of receipt;complete;EMPTY;71474.036
case-4563;T04 Determine confirmation of receipt-complete;Resource10;2010/12/16 10:17:28.950;Variant 2;2;Internet;General;;Resource01;task-4638;T04 Determine confirmation of receipt;complete;Group 3;1075.738
case-4563;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:22:12.235;Variant 2;2;Internet;General;;Resource01;task-4646;T05 Print and send confirmation of receipt;complete;Group 2;86683.285
case-4565;Confirmation of receipt-complete;Resource17;2010/12/13 14:40:49.987;Variant 2;2;Internet;General;;Resource17;task-2171;Confirmation of receipt;complete;EMPTY;0.0
case-4565;T06 Determine necessity of stop advice-complete;Resource17;2010/12/13 14:41:49.419;Variant 2;2;Internet;General;;Resource17;task-3995;T06 Determine necessity of stop advice;complete;Group 1;59.432
case-4565;T10 Determine necessity to stop indication-complete;Resource17;2010/12/13 15:25:12.686;Variant 2;2;Internet;General;;Resource17;task-3997;T10 Determine necessity to stop indication;complete;Group 1;2603.267
case-4565;T02 Check confirmation of receipt-complete;Resource04;2010/12/14 08:48:17.357;Variant 2;2;Internet;General;;Resource17;task-3994;T02 Check confirmation of receipt;complete;EMPTY;62584.671
case-4565;T04 Determine confirmation of receipt-complete;Resource10;2010/12/14 09:34:12.534;Variant 2;2;Internet;General;;Resource17;task-4056;T04 Determine confirmation of receipt;complete;Group 3;2755.177
case-4565;T05 Print and send confirmation of receipt-complete;admin1;2010/12/14 13:05:45.917;Variant 2;2;Internet;General;;Resource17;task-4062;T05 Print and send confirmation of receipt;complete;Group 2;12693.383
case-4582;Confirmation of receipt-complete;Resource07;2010/12/06 10:52:43.232;Variant 4;4;Internet;General;;Resource07;task-2332;Confirmation of receipt;complete;EMPTY;0.0
case-4582;T02 Check confirmation of receipt-complete;Resource07;2010/12/06 10:52:58.348;Variant 4;4;Internet;General;;Resource07;task-2862;T02 Check confirmation of receipt;complete;Group 4;15.116
case-4582;T06 Determine necessity of stop advice-complete;Resource07;2010/12/06 10:53:12.421;Variant 4;4;Internet;General;;Resource07;task-2863;T06 Determine necessity of stop advice;complete;Group 1;14.073
case-4582;T10 Determine necessity to stop indication-complete;Resource07;2010/12/06 10:54:44.003;Variant 4;4;Internet;General;;Resource07;task-2865;T10 Determine necessity to stop indication;complete;Group 1;91.582
case-4582;T04 Determine confirmation of receipt-complete;Resource07;2010/12/06 10:56:39.545;Variant 4;4;Internet;General;;Resource07;task-2864;T04 Determine confirmation of receipt;complete;Group 3;115.542
case-4582;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:42:59.019;Variant 4;4;Internet;General;;Resource07;task-2872;T05 Print and send confirmation of receipt;complete;Group 2;13579.474
case-4583;Confirmation of receipt-complete;Resource07;2010/12/06 11:12:17.536;Variant 9;9;Internet;General;;Resource07;task-2365;Confirmation of receipt;complete;EMPTY;0.0
case-4583;T06 Determine necessity of stop advice-complete;Resource07;2010/12/06 11:12:33.385;Variant 9;9;Internet;General;;Resource07;task-2890;T06 Determine necessity of stop advice;complete;Group 1;15.849
case-4583;T02 Check confirmation of receipt-complete;Resource07;2010/12/06 11:15:59.708;Variant 9;9;Internet;General;;Resource07;task-2889;T02 Check confirmation of receipt;complete;Group 4;206.323
case-4583;T10 Determine necessity to stop indication-complete;Resource07;2010/12/06 11:16:23.369;Variant 9;9;Internet;General;;Resource07;task-2892;T10 Determine necessity to stop indication;complete;Group 1;23.661
case-4583;T04 Determine confirmation of receipt-complete;Resource07;2010/12/06 11:16:40.882;Variant 9;9;Internet;General;;Resource07;task-2893;T04 Determine confirmation of receipt;complete;Group 3;17.513
case-4583;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 14:53:45.674;Variant 9;9;Internet;General;;Resource07;task-2898;T05 Print and send confirmation of receipt;complete;Group 2;13024.792
case-4584;Confirmation of receipt-complete;Resource02;2010/12/06 09:29:42.346;Variant 10;10;Internet;General;;Resource02;task-2375;Confirmation of receipt;complete;EMPTY;0.0
case-4584;T02 Check confirmation of receipt-complete;Resource04;2010/12/06 11:03:46.296;Variant 10;10;Internet;General;;Resource02;task-2822;T02 Check confirmation of receipt;complete;EMPTY;5643.95
case-4584;T04 Determine confirmation of receipt-complete;Resource10;2010/12/06 11:54:27.223;Variant 10;10;Internet;General;;Resource02;task-2879;T04 Determine confirmation of receipt;complete;Group 3;3040.927
case-4584;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:06:42.682;Variant 10;10;Internet;General;;Resource02;task-2958;T05 Print and send confirmation of receipt;complete;Group 2;11535.459
case-4585;Confirmation of receipt-complete;Resource01;2010/12/15 10:19:34.036;Variant 4;4;Internet;General;;Resource01;task-2386;Confirmation of receipt;complete;EMPTY;0.0
case-4585;T02 Check confirmation of receipt-complete;Resource01;2010/12/15 10:19:48.333;Variant 4;4;Internet;General;;Resource01;task-4407;T02 Check confirmation of receipt;complete;Group 4;14.297
case-4585;T06 Determine necessity of stop advice-complete;Resource01;2010/12/15 10:20:49.913;Variant 4;4;Internet;General;;Resource01;task-4408;T06 Determine necessity of stop advice;complete;Group 1;61.58
case-4585;T10 Determine necessity to stop indication-complete;Resource01;2010/12/15 10:21:48.053;Variant 4;4;Internet;General;;Resource01;task-4410;T10 Determine necessity to stop indication;complete;Group 1;58.14
case-4585;T04 Determine confirmation of receipt-complete;Resource19;2010/12/16 09:06:38.602;Variant 4;4;Internet;General;;Resource01;task-4409;T04 Determine confirmation of receipt;complete;EMPTY;81890.549
case-4585;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:13:46.099;Variant 4;4;Internet;General;;Resource01;task-4620;T05 Print and send confirmation of receipt;complete;Group 2;90427.497
case-4586;Confirmation of receipt-complete;Resource02;2010/12/06 11:31:06.615;Variant 1;1;Internet;General;;Resource02;task-2424;Confirmation of receipt;complete;EMPTY;0.0
case-4586;T02 Check confirmation of receipt-complete;Resource02;2010/12/06 11:31:25.672;Variant 1;1;Internet;General;;Resource02;task-2925;T02 Check confirmation of receipt;complete;Group 4;19.057
case-4586;T04 Determine confirmation of receipt-complete;Resource10;2010/12/06 11:59:32.057;Variant 1;1;Internet;General;;Resource02;task-2927;T04 Determine confirmation of receipt;complete;Group 3;1686.385
case-4586;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:12:40.900;Variant 1;1;Internet;General;;Resource02;task-2970;T05 Print and send confirmation of receipt;complete;Group 2;11588.843
case-4587;Confirmation of receipt-complete;Resource17;2010/12/02 15:19:45.492;Variant 2;2;Internet;General;;Resource17;task-2453;Confirmation of receipt;complete;EMPTY;0.0
case-4587;T06 Determine necessity of stop advice-complete;Resource17;2010/12/02 15:20:40.607;Variant 2;2;Internet;General;;Resource17;task-2656;T06 Determine necessity of stop advice;complete;Group 1;55.115
case-4587;T10 Determine necessity to stop indication-complete;Resource17;2010/12/02 15:27:36.589;Variant 2;2;Internet;General;;Resource17;task-2657;T10 Determine necessity to stop indication;complete;Group 1;415.982
case-4587;T02 Check confirmation of receipt-complete;Resource08;2010/12/09 15:29:05.537;Variant 2;2;Internet;General;;Resource17;task-2655;T02 Check confirmation of receipt;complete;EMPTY;604888.948
case-4587;T04 Determine confirmation of receipt-complete;Resource10;2010/12/10 08:19:38.578;Variant 2;2;Internet;General;;Resource17;task-3510;T04 Determine confirmation of receipt;complete;Group 3;60633.041
case-4587;T05 Print and send confirmation of receipt-complete;admin1;2010/12/10 14:04:12.304;Variant 2;2;Internet;General;;Resource17;task-3532;T05 Print and send confirmation of receipt;complete;Group 2;20673.726
case-4589;Confirmation of receipt-complete;Resource07;2010/12/06 10:16:34.347;Variant 17;17;Internet;General;;Resource07;task-2487;Confirmation of receipt;complete;EMPTY;0.0
case-4589;T06 Determine necessity of stop advice-complete;Resource07;2010/12/06 10:18:57.378;Variant 17;17;Internet;General;;Resource07;task-2836;T06 Determine necessity of stop advice;complete;Group 1;143.031
case-4589;T02 Check confirmation of receipt-complete;Resource07;2010/12/06 10:19:25.141;Variant 17;17;Internet;General;;Resource07;task-2835;T02 Check confirmation of receipt;complete;Group 4;27.763
case-4589;T04 Determine confirmation of receipt-complete;Resource07;2010/12/06 10:19:40.450;Variant 17;17;Internet;General;;Resource07;task-2838;T04 Determine confirmation of receipt;complete;Group 3;15.309
